ASV_ID,Domain,Phylum,Class,Order,Family ,Genus,Species,ASV_ID_2
f43f1b126d0d04fd9fef5f149a186ba9,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,,,,,f43f1b126d0d04fd9fef5f149a186ba9
03640691a9db04283a7a1acb9dc6758b,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__uncultured,s__uncultured_bacterium,03640691a9db04283a7a1acb9dc6758b
a41ee93341eafea4f72780fca20da7b2,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,,,,,a41ee93341eafea4f72780fca20da7b2
48cbae44efebbe16be5f7afc6bb03481,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__AT-s3-44,f__AT-s3-44,g__AT-s3-44,,48cbae44efebbe16be5f7afc6bb03481
c860560e10e8fab07f1b57bd5e5be75a,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Altererythrobacter,s__uncultured_bacterium,c860560e10e8fab07f1b57bd5e5be75a
fb2218a9077ca0669735a48b471683ed,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Methyloligellaceae,g__Methyloceanibacter,s__uncultured_Alphaproteobacteria,fb2218a9077ca0669735a48b471683ed
522ec31ff2265344afa62b493cff0e02,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,,,,,522ec31ff2265344afa62b493cff0e02
773c848082490065c7c6ba87ad5b5f6c,d__Bacteria,,,,,,,773c848082490065c7c6ba87ad5b5f6c
59c9a2ec2f05c207f4c2466a59c49010,d__Bacteria,,,,,,,59c9a2ec2f05c207f4c2466a59c49010
30fb2970ce75449be6ad848c10d98779,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Saprospiraceae,g__uncultured,s__uncultured_Saprospiraceae,30fb2970ce75449be6ad848c10d98779
8e7894dbe0b5fb251c307c6564ef901c,d__Bacteria,p__Firmicutes,c__Bacilli,,,,,8e7894dbe0b5fb251c307c6564ef901c
9440dab4014a46db046126d25d2b1eab,d__Bacteria,p__Desulfobacterota,c__Desulfuromonadia,o__Geobacterales,f__Geobacteraceae,g__Citrifermentans,,9440dab4014a46db046126d25d2b1eab
b12af0267c550d4d9aebae43b75c8a03,d__Bacteria,,,,,,,b12af0267c550d4d9aebae43b75c8a03
8b7b1f665cb4690a8b88c1ad80a162fb,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Saprospiraceae,g__uncultured,s__uncultured_Saprospiraceae,8b7b1f665cb4690a8b88c1ad80a162fb
2fa76a226f4bc1bbd7fa66f1363818ef,d__Bacteria,p__Myxococcota,c__Polyangia,o__Nannocystales,f__Nannocystaceae,g__Pseudenhygromyxa,s__uncultured_bacterium,2fa76a226f4bc1bbd7fa66f1363818ef
34d76664f0308b6f7037851c903c1a89,d__Bacteria,,,,,,,34d76664f0308b6f7037851c903c1a89
2cd7da1cdbbea3919058e26baff79a8f,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,s__Rhizobium_sp.,2cd7da1cdbbea3919058e26baff79a8f
8d03f8fd303c033b6ef4964176726439,d__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Pirellulales,f__Pirellulaceae,g__Rubripirellula,s__uncultured_bacterium,8d03f8fd303c033b6ef4964176726439
725f5a05e963cb1174f198387b12ec75,d__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Planctomycetales,f__Gimesiaceae,g__Gimesia,s__uncultured_Planctomyces,725f5a05e963cb1174f198387b12ec75
0c144b1cc20be6cdb1451b4cc882686e,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Cellvibrionales,f__Halieaceae,g__Halioglobus,s__uncultured_gamma,0c144b1cc20be6cdb1451b4cc882686e
c8784fc08e76a1fc0ef80c1b5cc4c4a3,d__Bacteria,,,,,,,c8784fc08e76a1fc0ef80c1b5cc4c4a3
31753fd214df9a34a187f2f380caaf07,d__Bacteria,p__Myxococcota,c__Polyangia,o__Nannocystales,f__Nannocystaceae,g__Pseudenhygromyxa,s__uncultured_bacterium,31753fd214df9a34a187f2f380caaf07
81291e395a8d19a434a0dc1151f5629f,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,,,,,81291e395a8d19a434a0dc1151f5629f
ed7378cadffbf351fb2b16394ea43735,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,,ed7378cadffbf351fb2b16394ea43735
6defcd149669db53d60228771f6d8d71,d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Micrococcales,f__Intrasporangiaceae,g__Janibacter,s__uncultured_bacterium,6defcd149669db53d60228771f6d8d71
26d7687c0ee28304b2c31b18f1209aa3,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Cellvibrionales,f__Halieaceae,g__OM60(NOR5)_clade,s__uncultured_gamma,26d7687c0ee28304b2c31b18f1209aa3
fbd310d396cb70262cab806fc013ff82,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Steroidobacterales,f__Woeseiaceae,,,fbd310d396cb70262cab806fc013ff82
61bd0542d2f2de12cc73981a0c104514,d__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Lachnoclostridium,s__unidentified,61bd0542d2f2de12cc73981a0c104514
ee1f682b2caa11298a19b1d953fc87c2,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Steroidobacterales,f__Woeseiaceae,g__Woeseia,s__uncultured_bacterium,ee1f682b2caa11298a19b1d953fc87c2
d23c6e3bfd64bbe671663d2b966e3354,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Crocinitomicaceae,g__Fluviicola,s__uncultured_bacterium,d23c6e3bfd64bbe671663d2b966e3354
98a355aac61ad6ac09fdfaf681a2fadd,d__Bacteria,p__Firmicutes,c__Clostridia,o__Peptostreptococcales-Tissierellales,f__Fusibacteraceae,g__Fusibacter,s__uncultured_bacterium,98a355aac61ad6ac09fdfaf681a2fadd
a4c94a910939c38fb53f1f9f37ff8375,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,,a4c94a910939c38fb53f1f9f37ff8375
fad2ec8a3a17df46fc74a58d97ed159d,d__Bacteria,p__Bacteroidota,c__Rhodothermia,o__Balneolales,f__Balneolaceae,g__uncultured,s__uncultured_Cytophagales,fad2ec8a3a17df46fc74a58d97ed159d
6e78e9a7e9bea93868911e0c84aeef1a,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__uncultured,s__uncultured_bacterium,6e78e9a7e9bea93868911e0c84aeef1a
fa16118801ab5676b88c28779ec63dc5,d__Bacteria,,,,,,,fa16118801ab5676b88c28779ec63dc5
c8e6b68ecee7e5f81df03e05e108cbea,d__Bacteria,,,,,,,c8e6b68ecee7e5f81df03e05e108cbea
22cc160555a8cfd8066c2b7fa6699fcd,d__Bacteria,p__Firmicutes,c__Negativicutes,o__Veillonellales-Selenomonadales,f__Selenomonadaceae,,,22cc160555a8cfd8066c2b7fa6699fcd
7a85326a19bfc35e66e47760fd15e130,d__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Pirellulales,f__Pirellulaceae,g__Rubripirellula,s__uncultured_bacterium,7a85326a19bfc35e66e47760fd15e130
c9869c8ee11c511d2adf4a495d12d553,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Aeromonadales,f__Aeromonadaceae,g__Aeromonas,s__Aeromonas_veronii,c9869c8ee11c511d2adf4a495d12d553
b7197c752d60d490d8e9815304081399,d__Bacteria,,,,,,,b7197c752d60d490d8e9815304081399
50c1953afcb6e7ea5ad4cb60ffe09e6c,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__Shewanellaceae,g__Shewanella,s__Shewanella_algae,50c1953afcb6e7ea5ad4cb60ffe09e6c
5b3630da45e5c8b977abd364896fcd5e,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,,,5b3630da45e5c8b977abd364896fcd5e
90862a9ffd60707a35ff838566a651e9,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,,,,90862a9ffd60707a35ff838566a651e9
ebe935bf8683be638ab428ba0780fcda,d__Bacteria,p__Desulfobacterota,c__Desulfuromonadia,o__PB19,f__PB19,g__PB19,s__uncultured_bacterium,ebe935bf8683be638ab428ba0780fcda
6b394f4852d13491982ad2c72d3ebb70,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Vibrionales,f__Vibrionaceae,g__Vibrio,,6b394f4852d13491982ad2c72d3ebb70
bbe538f44f7005f4f56a58f0878536f8,d__Bacteria,p__Bdellovibrionota,c__Bdellovibrionia,o__Bacteriovoracales,f__Bacteriovoracaceae,g__Peredibacter,s__uncultured_Peredibacter,bbe538f44f7005f4f56a58f0878536f8
e8451a08d9a160412a0ac3dfb399fffa,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Oceanospirillales,f__Oleiphilaceae,g__Oleiphilus,s__uncultured_gamma,e8451a08d9a160412a0ac3dfb399fffa
d8e84524e451386f5c90bc0a3c7fe41d,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,,,d8e84524e451386f5c90bc0a3c7fe41d
ab83e40498d319d43346b6e25be946af,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Ectothiorhodospirales,f__Ectothiorhodospiraceae,g__uncultured,s__uncultured_gamma,ab83e40498d319d43346b6e25be946af
8a4d5b01e1b0018595e8d2213815dfa6,d__Bacteria,p__SAR324_clade(Marine_group_B),c__SAR324_clade(Marine_group_B),o__SAR324_clade(Marine_group_B),f__SAR324_clade(Marine_group_B),g__SAR324_clade(Marine_group_B),s__uncultured_SAR324,8a4d5b01e1b0018595e8d2213815dfa6
bb05d0f90c102256583fd4beab6a8daf,d__Bacteria,,,,,,,bb05d0f90c102256583fd4beab6a8daf
b7bfdf043fddd789b46781fb618c9fd2,d__Archaea,p__Crenarchaeota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrososphaeraceae,g__Nitrososphaeraceae,s__uncultured_archaeon,b7bfdf043fddd789b46781fb618c9fd2
bbe8ae046696619007bdf5ed154e551f,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Dongiales,f__Dongiaceae,g__Dongia,s__uncultured_bacterium,bbe8ae046696619007bdf5ed154e551f
48b419797ce65598ba9fe9c7dddf53f4,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__Alteromonadaceae,g__Alteromonas,,48b419797ce65598ba9fe9c7dddf53f4
3d4c37fff3ad3ae216540646f89430a9,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Methyloligellaceae,g__Methyloceanibacter,s__uncultured_Alphaproteobacteria,3d4c37fff3ad3ae216540646f89430a9
18a32e9a0d96163c7b0d884c259a9a09,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,,,,,18a32e9a0d96163c7b0d884c259a9a09
b59ffa1d8683d8104312f812c0f52854,d__Bacteria,,,,,,,b59ffa1d8683d8104312f812c0f52854
fb3594746f819818dda3a14fa8d2cb7b,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Crocinitomicaceae,g__Fluviicola,s__uncultured_bacterium,fb3594746f819818dda3a14fa8d2cb7b
fb8c3002b4265ac184b42c5fbb29aa2b,d__Bacteria,p__Dadabacteria,c__Dadabacteriia,o__Dadabacteriales,f__Dadabacteriales,g__Dadabacteriales,s__uncultured_delta,fb8c3002b4265ac184b42c5fbb29aa2b
1374600ebb1132dd5e94ec842f08d336,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,s__Rhizobium_sp.,1374600ebb1132dd5e94ec842f08d336
b674396c939adef3297f2fd6980fe48c,d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Corynebacteriales,f__Nocardiaceae,g__Gordonia,s__uncultured_bacterium,b674396c939adef3297f2fd6980fe48c
3e7bdc5ac6eea770f544c4fc15ca4674,d__Bacteria,,,,,,,3e7bdc5ac6eea770f544c4fc15ca4674
3c99f92ac450f94303cb697ee63288bf,d__Bacteria,p__Firmicutes,,,,,,3c99f92ac450f94303cb697ee63288bf
7694511e2165cf542581eae7f40007c6,d__Bacteria,,,,,,,7694511e2165cf542581eae7f40007c6
0d4dbad6ab81bfb6089163cc816446ca,d__Bacteria,p__Actinobacteriota,,,,,,0d4dbad6ab81bfb6089163cc816446ca
d0119b9a6f21fd50f181180269c5a26d,d__Bacteria,,,,,,,d0119b9a6f21fd50f181180269c5a26d
6a65e27bdc374de1fe70aaacf4f5a35d,d__Bacteria,,,,,,,6a65e27bdc374de1fe70aaacf4f5a35d
74d7be70fb77521d06ae28344b4c3dba,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Psychrobacter,,74d7be70fb77521d06ae28344b4c3dba
4e4291a2705aca20bc2821fabeaef14e,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Crocinitomicaceae,g__Fluviicola,s__uncultured_bacterium,4e4291a2705aca20bc2821fabeaef14e
538d43588735881e528dab668abbf181,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__MWH-CFBk5,g__MWH-CFBk5,s__uncultured_bacterium,538d43588735881e528dab668abbf181
2ebf09c0752fff0363cdacce8ab51583,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,,,,,2ebf09c0752fff0363cdacce8ab51583
d71ef443841c04022d71a9b6d7e2b0f7,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Steroidobacterales,f__Woeseiaceae,g__Woeseia,s__uncultured_bacterium,d71ef443841c04022d71a9b6d7e2b0f7
aa93ae468e56b3b1f10e74cbbdb604e9,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,,,,,aa93ae468e56b3b1f10e74cbbdb604e9
94a800a733d0c9edab0ebdaba7483e18,d__Bacteria,,,,,,,94a800a733d0c9edab0ebdaba7483e18
7c7887fa75c1a739c6fa51553acc303c,d__Bacteria,p__Proteobacteria,,,,,,7c7887fa75c1a739c6fa51553acc303c
6a14d4cda4a0620113aef605d70ff4f1,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,,,6a14d4cda4a0620113aef605d70ff4f1
082f82eac3824ce849985e5abb9d5f14,d__Bacteria,,,,,,,082f82eac3824ce849985e5abb9d5f14
33d53aa35b63f70fa5d55b723070e904,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Xanthobacteraceae,g__Blastochloris,s__Blastochloris_viridis,33d53aa35b63f70fa5d55b723070e904
c4146290a07f235c9c46656eab33e876,d__Bacteria,p__Firmicutes,c__Clostridia,o__Peptostreptococcales-Tissierellales,f__Peptostreptococcaceae,g__Peptostreptococcus,s__uncultured_bacterium,c4146290a07f235c9c46656eab33e876
99473f4b5ce8f6cf50ca28e43d66109c,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__MWH-CFBk5,g__MWH-CFBk5,s__uncultured_bacterium,99473f4b5ce8f6cf50ca28e43d66109c
f53d3e815d5c094e1bcabe2aac1dad4c,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Yangia,s__Rhodobacteraceae_bacterium,f53d3e815d5c094e1bcabe2aac1dad4c
16c133419445def9c0eecf01b70635de,d__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Pirellulales,f__Pirellulaceae,,,16c133419445def9c0eecf01b70635de
da0069c589694489e8e8e03d157f2113,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,,,,da0069c589694489e8e8e03d157f2113
a3c22648f8065b4bdc8f199aca339eb7,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Steroidobacterales,f__Woeseiaceae,g__Woeseia,s__uncultured_bacterium,a3c22648f8065b4bdc8f199aca339eb7
53406116f9dce042564dff0e04e102db,d__Bacteria,p__Firmicutes,c__Clostridia,o__Peptostreptococcales-Tissierellales,f__Peptostreptococcales-Tissierellales,g__Anaerococcus,,53406116f9dce042564dff0e04e102db
9c99ba69ba418a1684fc7a7eeff9bf5a,d__Bacteria,,,,,,,9c99ba69ba418a1684fc7a7eeff9bf5a
6e596e97df2cbeea1bbabc57606889e5,d__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__uncultured,s__uncultured_bacterium,6e596e97df2cbeea1bbabc57606889e5
3201788449e2f799074e8772bad030b0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__Psychromonadaceae,g__Psychromonas,s__uncultured_bacterium,3201788449e2f799074e8772bad030b0
759a303a9b9a7336ad372e0155def72c,d__Bacteria,p__Desulfobacterota,c__Desulfobacteria,o__Desulfobacterales,,,,759a303a9b9a7336ad372e0155def72c
b5c1449fe1f496b5ef5ee7f3f0729a2d,d__Bacteria,,,,,,,b5c1449fe1f496b5ef5ee7f3f0729a2d
9bbb7946aa0246687c555596191cc16f,d__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Pirellulales,f__Pirellulaceae,,,9bbb7946aa0246687c555596191cc16f
7512f423199a7b5186bbd26ba80f9147,d__Bacteria,p__Actinobacteriota,,,,,,7512f423199a7b5186bbd26ba80f9147
96a3a48d04d591a01ccca50855297ce5,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Vibrionales,f__Vibrionaceae,g__Photobacterium,s__Photobacterium_kishitanii,96a3a48d04d591a01ccca50855297ce5
db4a4e918ecc1276c1b357ab63f9ca18,d__Bacteria,p__Campilobacterota,c__Campylobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__uncultured_bacterium,db4a4e918ecc1276c1b357ab63f9ca18
35b0c92001a59701506402fd3274a877,d__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Pirellulales,f__Pirellulaceae,g__Blastopirellula,s__uncultured_bacterium,35b0c92001a59701506402fd3274a877
c838ea81b8e727aa8f3a75a264a5f823,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Acidovorax,,c838ea81b8e727aa8f3a75a264a5f823
a32c0f4a9982a0663834cba4ea63e8a7,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Spirosomaceae,g__Dyadobacter,s__uncultured_Dyadobacter,a32c0f4a9982a0663834cba4ea63e8a7
ea5a9cf1b13bc5390c337f77d95107af,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,,,,,ea5a9cf1b13bc5390c337f77d95107af
3753736b7e24fff0b8a51bfe5f69f455,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Saprospiraceae,g__uncultured,s__uncultured_Saprospiraceae,3753736b7e24fff0b8a51bfe5f69f455
3b3f9fca078202c67dbe7c12414646f6,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Altererythrobacter,s__uncultured_bacterium,3b3f9fca078202c67dbe7c12414646f6
4d987029966acd3541fb6ffac17ac61c,d__Bacteria,p__Planctomycetota,c__Pla4_lineage,o__Pla4_lineage,f__Pla4_lineage,g__Pla4_lineage,s__uncultured_bacterium,4d987029966acd3541fb6ffac17ac61c
71bbe68a32d2382b529d619b78779568,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,,,,,71bbe68a32d2382b529d619b78779568
454b785d9bcee49aaa3f9b8916b73d5d,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,,,,,454b785d9bcee49aaa3f9b8916b73d5d
9c8096eb10c95c610de58c10d1b8b4bc,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,,,,9c8096eb10c95c610de58c10d1b8b4bc
81bafcf3944eb0159b49bedcd4062122,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__uncultured_bacterium,81bafcf3944eb0159b49bedcd4062122
91eb7043da363e090f600e165149dad4,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Saprospiraceae,,,91eb7043da363e090f600e165149dad4
8a7eeef95986bb2d435243d42864adc1,d__Bacteria,,,,,,,8a7eeef95986bb2d435243d42864adc1
6799885edbb0996e34fe1aaf6e51d5ae,d__Bacteria,,,,,,,6799885edbb0996e34fe1aaf6e51d5ae
2b4481df82574b04299579675018bcab,d__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Pirellulales,f__Pirellulaceae,g__Rubripirellula,s__uncultured_bacterium,2b4481df82574b04299579675018bcab
e6ffbd5acb6c21f593abb8b3531132b9,d__Bacteria,,,,,,,e6ffbd5acb6c21f593abb8b3531132b9
6d29902a5188106062c6542113b6dcd3,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Oceanospirillales,f__Kangiellaceae,g__Aliikangiella,s__uncultured_bacterium,6d29902a5188106062c6542113b6dcd3
5496eef02cbc9101f17f5558aba76da8,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Cytophagales,,,,5496eef02cbc9101f17f5558aba76da8
a5b7c60cf449e8e4f83941ea1067306e,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Cellvibrionales,f__Halieaceae,,,a5b7c60cf449e8e4f83941ea1067306e
e656dc0256cb38dda929f4b7c5576c77,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Chloroplast,f__Chloroplast,g__Chloroplast,s__uncultured_organism,e656dc0256cb38dda929f4b7c5576c77
f3c370b143a3aebc437303dc88d07b49,d__Bacteria,p__Bdellovibrionota,c__Bdellovibrionia,o__Bdellovibrionales,f__Bdellovibrionaceae,g__Bdellovibrio,s__uncultured_bacterium,f3c370b143a3aebc437303dc88d07b49
b0b638ea07c80951f552d6a61a65c683,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,,,b0b638ea07c80951f552d6a61a65c683
e6804ebeaf8c1f7f150eb144af8e90af,d__Bacteria,,,,,,,e6804ebeaf8c1f7f150eb144af8e90af
e455747227327932ab135e411455b97d,d__Bacteria,p__Desulfobacterota,c__Desulfobulbia,o__Desulfobulbales,f__Desulfocapsaceae,g__uncultured,s__uncultured_bacterium,e455747227327932ab135e411455b97d
053feae9c015cd8bbe5e6431e5edaf61,d__Bacteria,p__Fibrobacterota,c__Fibrobacteria,o__Fibrobacterales,f__MAT-CR-H6-H10,g__MAT-CR-H6-H10,s__uncultured_organism,053feae9c015cd8bbe5e6431e5edaf61
c220135ef976fd6c7f9fafc69936d875,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Cellvibrionales,f__Halieaceae,g__Halioglobus,s__uncultured_gamma,c220135ef976fd6c7f9fafc69936d875
5e9f933b789137badfc9d35d04032ba4,d__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Pirellulales,f__Pirellulaceae,g__uncultured,s__uncultured_bacterium,5e9f933b789137badfc9d35d04032ba4
b802ff647cabe8ad42a694696e539fed,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Crocinitomicaceae,g__Fluviicola,s__uncultured_bacterium,b802ff647cabe8ad42a694696e539fed
6cc0fc45a45d6055a19b322020088185,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Crocinitomicaceae,g__Fluviicola,s__uncultured_bacterium,6cc0fc45a45d6055a19b322020088185
15c1fc7f8029d7e4ed9d33e225c8b51a,d__Archaea,,,,,,,15c1fc7f8029d7e4ed9d33e225c8b51a
201f6592c1665ef43cb461d2e6cdd0d7,d__Bacteria,,,,,,,201f6592c1665ef43cb461d2e6cdd0d7
e56880d298c6b975a491fc0079800e8a,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__Shewanellaceae,g__Shewanella,s__Shewanella_algae,e56880d298c6b975a491fc0079800e8a
e4d1af45c8e6cca95a9140ff5d94f206,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Steroidobacterales,f__Woeseiaceae,,,e4d1af45c8e6cca95a9140ff5d94f206
1bc88f640e7209b4fc03640ec412f307,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,,,,,1bc88f640e7209b4fc03640ec412f307
5db04790723d6f59b013e05d09d135c4,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,,,,,5db04790723d6f59b013e05d09d135c4
6c8e766bf8eba0d55d48c229aa6e0c06,d__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Pirellulales,f__Pirellulaceae,g__Blastopirellula,s__uncultured_bacterium,6c8e766bf8eba0d55d48c229aa6e0c06
e771f834feda4d0a3530549c44606219,d__Bacteria,,,,,,,e771f834feda4d0a3530549c44606219
7e95b09aaa3780c8d85e3115af87d005,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__Flavisolibacter,s__uncultured_Flavisolibacter,7e95b09aaa3780c8d85e3115af87d005
2c04361a703183dcc4e48eb8f547eb83,d__Archaea,p__Halobacterota,c__Halobacteria,o__Halobacterales,f__Haloferacaceae,,,2c04361a703183dcc4e48eb8f547eb83
33cf885e9615553aca236acaca925035,d__Archaea,p__Halobacterota,c__Halobacteria,o__Halobacterales,f__Haloferacaceae,,,33cf885e9615553aca236acaca925035
9cdd8957f79c18c639ef4fab476f2dbb,d__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Pirellulales,f__Pirellulaceae,g__uncultured,s__uncultured_bacterium,9cdd8957f79c18c639ef4fab476f2dbb
48beedbb7e6546ea85fcc33a5b281ed7,d__Bacteria,p__Myxococcota,c__Polyangia,o__UASB-TL25,f__UASB-TL25,g__UASB-TL25,s__uncultured_bacterium,48beedbb7e6546ea85fcc33a5b281ed7
d3b01766808336e0d5067bda0c46ed35,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Steroidobacterales,f__Woeseiaceae,g__Woeseia,s__uncultured_bacterium,d3b01766808336e0d5067bda0c46ed35
55b336aa23350416016dba078e7bb16b,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,,,55b336aa23350416016dba078e7bb16b
22485ef7a1e2d99631fc7e043b64b469,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__Sediminibacterium,s__uncultured_bacterium,22485ef7a1e2d99631fc7e043b64b469
fd650bb1451b4dd840611bd0d6143a0c,d__Bacteria,p__Dependentiae,c__Babeliae,o__Babeliales,f__Babeliales,g__Babeliales,s__uncultured_delta,fd650bb1451b4dd840611bd0d6143a0c
2ac87953b6d4cb92c52ce60c66259353,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,,,,2ac87953b6d4cb92c52ce60c66259353
436086ebe6030a434854593f724aa614,d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Micrococcales,f__Microbacteriaceae,,,436086ebe6030a434854593f724aa614
